uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,C_DENEVI,P3A2_2,P3A2_3,P3A3,P3A4,P3A5,P3A6,P3A7,P3A8_1,P3A8_2,P3A8_3,P3A9,P3A10,P3A11,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
8040_5_1,8040_5,8040,5,1,1,1,2,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,531,8040,348
8041_4_1,8041_4,8041,4,1,1,1,2,1,3,NA,5,NA,3,NA,NA,2,1,NA,31,2,535,8041,299
8041_5_1,8041_5,8041,5,1,1,1,NA,1,3,NA,3,NA,4,NA,NA,1,1,NA,31,2,535,8041,299
8041_7_1,8041_7,8041,7,1,1,2,NA,2,4,NA,5,1,1,4,NA,1,2,1,31,2,535,8041,299
8041_8_1,8041_8,8041,8,1,1,4,NA,3,3,NA,2,NA,3,NA,NA,9,1,NA,31,2,535,8041,299
8041_14_1,8041_14,8041,14,1,1,1,NA,3,4,NA,2,1,3,NA,NA,3,1,NA,31,2,535,8041,299
8041_18_1,8041_18,8041,18,1,1,4,NA,2,4,NA,5,1,1,NA,NA,2,2,1,31,2,535,8041,299
8042_6_1,8042_6,8042,6,1,1,3,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,31,2,534,8042,213
8042_9_1,8042_9,8042,9,1,1,1,2,2,4,NA,5,1,1,2,6,1,1,NA,31,2,534,8042,213
8042_12_1,8042_12,8042,12,1,1,1,2,2,4,NA,5,1,1,NA,NA,9,2,1,31,2,534,8042,213
8042_14_1,8042_14,8042,14,1,1,5,NA,1,4,NA,5,1,1,NA,NA,1,1,NA,31,2,534,8042,213
8042_17_1,8042_17,8042,17,1,1,2,NA,4,4,NA,3,2,NA,NA,NA,NA,NA,NA,31,2,534,8042,213
8042_20_1,8042_20,8042,20,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,534,8042,213
8043_9_1,8043_9,8043,9,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,2,535,8043,151
8043_11_1,8043_11,8043,11,1,1,3,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,31,2,535,8043,151
8043_15_1,8043_15,8043,15,1,1,2,NA,1,2,NA,5,NA,2,NA,NA,9,2,9,31,2,535,8043,151
8043_17_1,8043_17,8043,17,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,535,8043,151
8043_17_1,8043_17,8043,17,1,2,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,535,8043,151
8043_18_1,8043_18,8043,18,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,535,8043,151
8044_4_1,8044_4,8044,4,1,1,2,NA,2,4,NA,1,1,2,NA,NA,2,2,3,31,2,535,8044,269
8044_11_1,8044_11,8044,11,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,535,8044,269
8044_16_1,8044_16,8044,16,1,1,4,NA,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,31,2,535,8044,269
8044_16_1,8044_16,8044,16,1,2,5,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,535,8044,269
8044_18_1,8044_18,8044,18,1,1,2,NA,2,4,NA,8,2,NA,NA,NA,NA,NA,NA,31,2,535,8044,269
8044_20_1,8044_20,8044,20,1,1,1,2,3,4,NA,5,1,1,NA,NA,1,2,1,31,2,535,8044,269
8046_3_1,8046_3,8046,3,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,531,8046,484
8047_2_1,8047_2,8047,2,1,1,3,NA,2,3,NA,5,NA,2,NA,NA,2,2,8,31,2,531,8047,498
8047_2_1,8047_2,8047,2,1,2,2,NA,3,2,NA,5,NA,2,NA,NA,9,2,9,31,2,531,8047,498
8048_1_1,8048_1,8048,1,1,1,1,NA,2,3,NA,5,NA,2,NA,NA,1,1,NA,31,2,531,8048,364
8049_5_1,8049_5,8049,5,1,1,2,NA,4,3,NA,3,NA,4,NA,NA,5,1,NA,31,2,531,8049,657
8050_1_1,8050_1,8050,1,1,1,1,NA,3,4,NA,5,1,8,NA,NA,2,1,NA,31,2,531,8050,382
8053_3_1,8053_3,8053,3,1,1,1,2,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,532,8053,369
8054_4_1,8054_4,8054,4,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,534,8054,370
8054_5_1,8054_5,8054,5,1,1,1,NA,3,2,NA,8,NA,1,NA,NA,1,1,NA,31,2,534,8054,370
8054_6_1,8054_6,8054,6,1,1,4,3,2,4,NA,5,1,1,NA,NA,1,2,8,31,2,534,8054,370
8054_6_1,8054_6,8054,6,1,2,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,534,8054,370
8054_6_1,8054_6,8054,6,1,3,5,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,534,8054,370
8054_15_1,8054_15,8054,15,1,1,3,NA,1,2,NA,5,NA,3,NA,NA,4,1,NA,31,2,534,8054,370
8054_16_1,8054_16,8054,16,1,1,1,2,3,4,NA,5,1,1,6,NA,1,2,1,31,2,534,8054,370
8054_18_1,8054_18,8054,18,1,1,1,NA,1,4,NA,1,1,1,4,6,1,1,NA,31,2,534,8054,370
8054_19_1,8054_19,8054,19,1,1,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,534,8054,370
8054_20_1,8054_20,8054,20,1,1,4,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,2,534,8054,370
8055_2_1,8055_2,8055,2,1,1,1,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,31,2,535,8055,412
8055_10_1,8055_10,8055,10,1,1,1,NA,2,3,NA,1,NA,2,NA,NA,3,2,1,31,2,535,8055,412
8055_17_1,8055_17,8055,17,1,1,1,2,2,4,NA,1,1,1,NA,NA,1,2,1,31,2,535,8055,412
8055_18_1,8055_18,8055,18,1,1,1,NA,3,4,NA,5,1,4,NA,NA,2,2,8,31,2,535,8055,412
8056_1_1,8056_1,8056,1,1,1,1,NA,2,4,NA,1,2,NA,NA,NA,NA,NA,NA,31,3,537,8056,140
8056_1_1,8056_1,8056,1,1,2,1,NA,2,4,NA,1,2,NA,NA,NA,NA,NA,NA,31,3,537,8056,140
8056_2_1,8056_2,8056,2,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,537,8056,140
8056_4_1,8056_4,8056,4,1,1,4,5,2,4,NA,5,1,1,NA,NA,1,2,1,31,3,537,8056,140
8056_8_1,8056_8,8056,8,1,1,2,NA,2,4,NA,3,1,1,NA,NA,9,2,3,31,3,537,8056,140
8056_8_1,8056_8,8056,8,1,2,6,NA,2,4,NA,5,1,2,NA,NA,1,2,2,31,3,537,8056,140
8056_16_1,8056_16,8056,16,1,1,3,5,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,537,8056,140
8056_16_1,8056_16,8056,16,1,2,5,NA,2,4,NA,5,1,1,NA,NA,3,2,1,31,3,537,8056,140
8056_18_1,8056_18,8056,18,1,1,1,2,2,3,NA,1,NA,1,4,NA,3,1,NA,31,3,537,8056,140
8057_2_1,8057_2,8057,2,1,1,2,1,2,4,NA,7,2,NA,NA,NA,NA,NA,NA,31,3,536,8057,490
8057_4_1,8057_4,8057,4,1,1,3,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8057,490
8057_4_1,8057_4,8057,4,1,2,4,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8057,490
8057_5_1,8057_5,8057,5,1,1,1,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,3,536,8057,490
8057_6_1,8057_6,8057,6,1,1,2,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,536,8057,490
8057_8_1,8057_8,8057,8,1,1,1,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,536,8057,490
8057_15_1,8057_15,8057,15,1,1,3,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8057,490
8057_15_1,8057_15,8057,15,1,2,6,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8057,490
8058_3_1,8058_3,8058,3,1,1,1,NA,2,4,NA,8,1,1,7,NA,1,1,NA,31,3,537,8058,312
8058_4_2,8058_4,8058,4,2,1,1,NA,3,4,NA,3,1,1,NA,NA,1,1,NA,31,3,537,8058,312
8058_9_2,8058_9,8058,9,2,1,2,NA,2,4,NA,5,1,1,7,NA,2,2,2,31,3,537,8058,312
8058_10_1,8058_10,8058,10,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,3,537,8058,312
8058_16_1,8058_16,8058,16,1,1,2,NA,2,2,NA,1,NA,1,4,NA,3,2,1,31,3,537,8058,312
8059_3_1,8059_3,8059,3,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8059,135
8059_4_1,8059_4,8059,4,1,1,8,NA,2,4,NA,3,1,1,NA,NA,1,2,5,31,3,536,8059,135
8059_7_1,8059_7,8059,7,1,1,19,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,31,3,536,8059,135
8059_12_1,8059_12,8059,12,1,1,3,NA,1,4,NA,1,1,9,NA,NA,1,2,9,31,3,536,8059,135
8059_15_1,8059_15,8059,15,1,1,1,NA,2,2,NA,5,NA,9,NA,NA,9,2,9,31,3,536,8059,135
8059_19_1,8059_19,8059,19,1,1,4,NA,2,4,NA,5,1,1,7,NA,1,1,NA,31,3,536,8059,135
8060_1_1,8060_1,8060,1,1,1,4,NA,2,4,NA,5,1,1,NA,NA,1,2,1,31,3,538,8060,249
8060_2_1,8060_2,8060,2,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,538,8060,249
8060_3_1,8060_3,8060,3,1,1,3,NA,2,4,NA,5,1,3,NA,NA,2,1,NA,31,3,538,8060,249
8060_4_1,8060_4,8060,4,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,2,5,31,3,538,8060,249
8060_4_1,8060_4,8060,4,1,2,4,NA,2,4,NA,5,1,1,NA,NA,1,2,8,31,3,538,8060,249
8060_8_1,8060_8,8060,8,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,538,8060,249
8060_9_1,8060_9,8060,9,1,1,2,NA,1,4,NA,5,1,1,7,NA,1,2,1,31,3,538,8060,249
8060_13_1,8060_13,8060,13,1,1,2,NA,1,4,NA,5,1,4,NA,NA,1,1,NA,31,3,538,8060,249
8060_14_1,8060_14,8060,14,1,1,7,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,538,8060,249
8060_20_1,8060_20,8060,20,1,1,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,538,8060,249
8061_1_1,8061_1,8061,1,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8061,474
8061_3_1,8061_3,8061,3,1,1,1,NA,1,4,NA,1,2,NA,NA,NA,NA,NA,NA,31,3,536,8061,474
8061_16_1,8061_16,8061,16,1,1,1,2,2,2,NA,2,NA,2,NA,NA,2,2,1,31,3,536,8061,474
8062_9_1,8062_9,8062,9,1,1,3,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,31,3,537,8062,405
8062_13_1,8062_13,8062,13,1,1,1,2,2,4,NA,5,1,1,NA,NA,3,2,1,31,3,537,8062,405
8062_16_1,8062_16,8062,16,1,1,1,2,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,537,8062,405
8062_19_1,8062_19,8062,19,1,1,1,NA,3,3,NA,5,NA,3,NA,NA,3,1,NA,31,3,537,8062,405
8063_9_1,8063_9,8063,9,1,1,6,NA,9,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8063,133
8063_12_1,8063_12,8063,12,1,1,3,2,2,4,NA,5,1,1,4,NA,1,2,1,31,3,536,8063,133
8063_13_1,8063_13,8063,13,1,1,1,2,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8063,133
8064_2_1,8064_2,8064,2,1,1,2,1,1,4,NA,5,1,1,4,NA,1,2,1,31,3,536,8064,120
8064_3_1,8064_3,8064,3,1,1,4,NA,2,4,NA,2,1,2,NA,NA,1,2,1,31,3,536,8064,120
8064_4_1,8064_4,8064,4,1,1,4,NA,2,4,NA,5,1,1,NA,NA,9,1,NA,31,3,536,8064,120
8064_5_1,8064_5,8064,5,1,1,3,NA,2,4,NA,3,2,NA,NA,NA,NA,NA,NA,31,3,536,8064,120
8064_5_1,8064_5,8064,5,1,2,5,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8064,120
8064_8_1,8064_8,8064,8,1,1,1,NA,1,4,NA,5,1,1,NA,NA,9,2,1,31,3,536,8064,120
8064_9_1,8064_9,8064,9,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,2,1,31,3,536,8064,120
8064_11_1,8064_11,8064,11,1,1,1,NA,5,4,NA,1,2,NA,NA,NA,NA,NA,NA,31,3,536,8064,120
8064_14_1,8064_14,8064,14,1,1,1,NA,3,4,NA,3,1,1,5,NA,2,1,NA,31,3,536,8064,120
8064_18_1,8064_18,8064,18,1,1,1,2,2,4,NA,3,1,1,4,NA,1,2,1,31,3,536,8064,120
8064_18_1,8064_18,8064,18,1,2,2,1,3,4,NA,1,1,1,4,NA,2,2,1,31,3,536,8064,120
8065_2_1,8065_2,8065,2,1,1,7,NA,2,4,NA,5,1,2,NA,NA,2,2,2,31,3,538,8065,218
8065_6_1,8065_6,8065,6,1,1,1,NA,2,4,NA,5,1,2,NA,NA,9,2,9,31,3,538,8065,218
8065_8_1,8065_8,8065,8,1,1,6,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,538,8065,218
8065_13_1,8065_13,8065,13,1,1,1,2,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,538,8065,218
8065_16_1,8065_16,8065,16,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,2,8,31,3,538,8065,218
8066_3_1,8066_3,8066,3,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,539,8066,295
8066_8_1,8066_8,8066,8,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,539,8066,295
8066_9_1,8066_9,8066,9,1,1,6,4,2,2,NA,3,NA,2,NA,NA,2,1,NA,31,3,539,8066,295
8066_9_1,8066_9,8066,9,1,2,4,NA,2,2,NA,4,NA,2,NA,NA,2,1,NA,31,3,539,8066,295
8066_12_1,8066_12,8066,12,1,1,3,4,2,4,NA,5,1,1,NA,NA,1,2,1,31,3,539,8066,295
8066_14_1,8066_14,8066,14,1,1,4,NA,1,4,NA,5,1,1,NA,NA,9,2,3,31,3,539,8066,295
8067_9_1,8067_9,8067,9,1,1,1,NA,2,4,NA,5,1,1,NA,NA,1,2,1,31,3,538,8067,448
8067_12_1,8067_12,8067,12,1,1,3,NA,2,4,NA,3,2,NA,NA,NA,NA,NA,NA,31,3,538,8067,448
8067_15_1,8067_15,8067,15,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,1,NA,31,3,538,8067,448
8067_17_1,8067_17,8067,17,1,1,1,NA,1,2,NA,5,NA,7,NA,NA,1,2,1,31,3,538,8067,448
8068_5_1,8068_5,8068,5,1,1,3,NA,2,4,NA,5,1,1,7,NA,2,2,1,31,3,538,8068,441
8068_5_1,8068_5,8068,5,1,2,4,NA,1,4,NA,5,1,1,7,NA,2,2,1,31,3,538,8068,441
8068_8_1,8068_8,8068,8,1,1,3,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,538,8068,441
8068_10_1,8068_10,8068,10,1,1,1,NA,1,4,NA,1,1,6,NA,NA,1,2,1,31,3,538,8068,441
8068_11_1,8068_11,8068,11,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,1,NA,31,3,538,8068,441
8068_14_2,8068_14,8068,14,2,1,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,538,8068,441
8068_15_2,8068_15,8068,15,2,1,2,1,2,4,NA,3,1,1,NA,NA,2,1,NA,31,3,538,8068,441
8068_16_1,8068_16,8068,16,1,1,1,2,2,4,NA,1,1,1,4,NA,2,1,NA,31,3,538,8068,441
8068_18_1,8068_18,8068,18,1,1,1,NA,3,4,NA,5,1,1,NA,NA,1,2,4,31,3,538,8068,441
8069_1_1,8069_1,8069,1,1,1,3,NA,2,4,NA,5,1,1,NA,NA,9,2,2,31,3,538,8069,591
8069_7_1,8069_7,8069,7,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,538,8069,591
8069_12_1,8069_12,8069,12,1,1,2,NA,1,3,NA,5,NA,4,NA,NA,3,2,1,31,3,538,8069,591
8069_15_1,8069_15,8069,15,1,1,2,NA,2,4,NA,3,1,1,NA,NA,2,1,NA,31,3,538,8069,591
8069_18_1,8069_18,8069,18,1,1,2,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,538,8069,591
8069_20_1,8069_20,8069,20,1,1,1,NA,1,4,NA,3,2,NA,NA,NA,NA,NA,NA,31,3,538,8069,591
8070_6_1,8070_6,8070,6,1,1,1,NA,2,4,NA,1,1,1,NA,NA,2,2,1,31,3,538,8070,278
8070_13_1,8070_13,8070,13,1,1,1,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,3,538,8070,278
8070_15_1,8070_15,8070,15,1,1,3,NA,2,4,NA,5,1,7,NA,NA,1,1,NA,31,3,538,8070,278
8070_20_1,8070_20,8070,20,1,1,5,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,538,8070,278
8072_4_1,8072_4,8072,4,1,1,3,5,2,2,NA,5,NA,2,7,NA,2,1,NA,31,3,533,8072,320
8072_4_1,8072_4,8072,4,1,2,4,6,2,4,NA,5,1,1,NA,NA,2,1,NA,31,3,533,8072,320
8073_1_1,8073_1,8073,1,1,1,1,NA,1,4,NA,5,1,1,NA,NA,1,1,NA,31,3,533,8073,514
8074_8_1,8074_8,8074,8,1,1,4,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,3,539,8074,285
8074_10_1,8074_10,8074,10,1,1,1,NA,1,4,NA,5,1,2,NA,NA,1,2,1,31,3,539,8074,285
8074_10_1,8074_10,8074,10,1,2,2,1,1,4,NA,5,1,2,NA,NA,1,2,1,31,3,539,8074,285
8074_16_1,8074_16,8074,16,1,1,4,NA,2,4,NA,5,1,1,4,5,1,2,2,31,3,539,8074,285
8075_2_1,8075_2,8075,2,1,1,4,NA,2,3,NA,5,NA,2,NA,NA,2,2,1,31,3,533,8075,323
8075_4_1,8075_4,8075,4,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,2,2,31,3,533,8075,323
8076_4_1,8076_4,8076,4,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,3,533,8076,412
8076_4_1,8076_4,8076,4,1,2,5,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,3,533,8076,412
8077_6_1,8077_6,8077,6,1,1,2,1,2,4,NA,1,1,1,2,NA,2,2,1,31,3,536,8077,293
8077_7_1,8077_7,8077,7,1,1,1,2,2,4,NA,3,1,1,NA,NA,1,2,1,31,3,536,8077,293
8077_8_1,8077_8,8077,8,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,3,536,8077,293
8077_9_1,8077_9,8077,9,1,1,3,NA,3,4,NA,5,1,1,NA,NA,2,2,1,31,3,536,8077,293
8077_10_1,8077_10,8077,10,1,1,5,6,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8077,293
8077_12_1,8077_12,8077,12,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,536,8077,293
8077_18_1,8077_18,8077,18,1,1,2,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,3,536,8077,293
8077_19_1,8077_19,8077,19,1,1,2,NA,2,4,NA,5,1,1,NA,NA,9,2,1,31,3,536,8077,293
8079_3_1,8079_3,8079,3,1,1,3,4,2,4,NA,5,1,1,NA,NA,2,1,NA,31,3,537,8079,386
8079_5_1,8079_5,8079,5,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,537,8079,386
8079_12_1,8079_12,8079,12,1,1,1,NA,2,2,NA,1,NA,2,NA,NA,2,2,1,31,3,537,8079,386
8079_20_1,8079_20,8079,20,1,1,2,NA,2,3,NA,5,NA,2,NA,NA,2,1,NA,31,3,537,8079,386
8080_2_1,8080_2,8080,2,1,1,1,NA,2,2,NA,5,NA,2,NA,NA,2,1,NA,31,3,537,8080,375
8080_7_1,8080_7,8080,7,1,1,3,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,31,3,537,8080,375
8080_7_1,8080_7,8080,7,1,2,4,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,537,8080,375
8080_11_1,8080_11,8080,11,1,1,2,NA,2,2,NA,5,NA,2,NA,NA,2,2,2,31,3,537,8080,375
8080_19_1,8080_19,8080,19,1,1,3,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,31,3,537,8080,375
8080_19_1,8080_19,8080,19,1,2,5,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,3,537,8080,375
8081_1_1,8081_1,8081,1,1,1,1,NA,2,4,NA,3,2,NA,NA,NA,NA,NA,NA,31,4,541,8081,419
8081_1_1,8081_1,8081,1,1,2,1,NA,2,4,NA,3,2,NA,NA,NA,NA,NA,NA,31,4,541,8081,419
8081_4_2,8081_4,8081,4,2,1,1,NA,2,4,NA,5,1,1,NA,NA,2,1,NA,31,4,541,8081,419
8081_4_3,8081_4,8081,4,3,1,1,NA,2,4,NA,5,1,1,NA,NA,2,2,1,31,4,541,8081,419
8081_6_1,8081_6,8081,6,1,1,2,NA,1,4,NA,5,1,1,NA,NA,2,2,2,31,4,541,8081,419
8081_12_1,8081_12,8081,12,1,1,1,2,2,4,NA,5,1,1,NA,NA,2,2,1,31,4,541,8081,419
8081_14_1,8081_14,8081,14,1,1,2,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,31,4,541,8081,419
8081_15_1,8081_15,8081,15,1,1,3,NA,2,4,NA,5,1,1,NA,NA,2,2,2,31,4,541,8081,419
8081_18_1,8081_18,8081,18,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,2,2,31,4,541,8081,419
8082_2_1,8082_2,8082,2,1,1,2,NA,2,4,NA,5,1,1,7,NA,2,2,5,31,4,540,8082,207
8082_7_1,8082_7,8082,7,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,2,3,31,4,540,8082,207
8082_9_1,8082_9,8082,9,1,1,1,NA,2,4,NA,5,1,1,NA,NA,1,2,2,31,4,540,8082,207
8082_11_1,8082_11,8082,11,1,1,1,NA,4,4,NA,1,1,1,NA,NA,1,1,NA,31,4,540,8082,207
8083_3_1,8083_3,8083,3,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,9,2,1,31,4,540,8083,151
8083_3_1,8083_3,8083,3,1,2,4,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,4,540,8083,151
8083_4_1,8083_4,8083,4,1,1,4,NA,2,4,NA,5,1,1,NA,NA,2,2,2,31,4,540,8083,151
8083_5_1,8083_5,8083,5,1,1,4,NA,2,4,NA,5,1,1,7,NA,2,2,9,31,4,540,8083,151
8083_6_1,8083_6,8083,6,1,1,4,NA,1,4,NA,5,1,1,NA,NA,1,1,NA,31,4,540,8083,151
8083_7_1,8083_7,8083,7,1,1,3,NA,1,4,NA,5,1,1,8,NA,1,2,1,31,4,540,8083,151
8083_11_1,8083_11,8083,11,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,1,NA,31,4,540,8083,151
8083_11_1,8083_11,8083,11,1,2,5,NA,2,4,NA,5,1,1,NA,NA,2,1,NA,31,4,540,8083,151
8083_13_1,8083_13,8083,13,1,1,3,NA,1,2,NA,5,NA,2,NA,NA,3,1,NA,31,4,540,8083,151
8083_14_1,8083_14,8083,14,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,2,2,1,31,4,540,8083,151
8084_4_2,8084_4,8084,4,2,1,1,NA,2,4,NA,5,1,1,6,7,2,2,1,31,4,541,8084,286
8084_5_1,8084_5,8084,5,1,1,1,NA,2,4,NA,5,1,1,NA,NA,2,2,3,31,4,541,8084,286
8084_9_2,8084_9,8084,9,2,1,1,2,1,4,NA,1,1,1,NA,NA,1,1,NA,31,4,541,8084,286
8084_10_1,8084_10,8084,10,1,1,3,4,2,4,NA,1,2,NA,NA,NA,NA,NA,NA,31,4,541,8084,286
8084_12_1,8084_12,8084,12,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,2,5,31,4,541,8084,286
8085_3_1,8085_3,8085,3,1,1,1,NA,2,4,NA,3,1,2,NA,NA,9,2,1,31,4,540,8085,369
8085_4_3,8085_4,8085,4,3,1,1,2,2,4,NA,5,1,1,NA,NA,2,1,NA,31,4,540,8085,369
8085_17_1,8085_17,8085,17,1,1,1,NA,2,4,NA,5,1,4,NA,NA,9,1,NA,31,4,540,8085,369
8085_18_1,8085_18,8085,18,1,1,1,NA,4,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,4,540,8085,369
8086_1_1,8086_1,8086,1,1,1,1,2,2,4,NA,5,1,1,NA,NA,1,1,NA,31,4,540,8086,195
8086_6_2,8086_6,8086,6,2,1,1,2,2,4,NA,5,1,1,NA,NA,9,1,NA,31,4,540,8086,195
8086_9_1,8086_9,8086,9,1,1,4,NA,1,4,NA,5,1,1,NA,NA,1,2,8,31,4,540,8086,195
8086_10_1,8086_10,8086,10,1,1,5,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,4,540,8086,195
8086_11_1,8086_11,8086,11,1,1,1,2,2,4,NA,8,1,1,NA,NA,9,2,1,31,4,540,8086,195
8086_13_1,8086_13,8086,13,1,1,1,NA,1,4,NA,3,1,1,5,7,9,2,1,31,4,540,8086,195
8086_16_1,8086_16,8086,16,1,1,1,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,31,4,540,8086,195
8086_20_1,8086_20,8086,20,1,1,8,6,1,4,NA,5,1,1,NA,NA,1,2,1,31,4,540,8086,195
8086_20_1,8086_20,8086,20,1,2,6,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,4,540,8086,195
8086_20_1,8086_20,8086,20,1,3,8,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,4,540,8086,195
8087_10_1,8087_10,8087,10,1,1,2,3,2,4,NA,5,1,1,NA,NA,9,2,1,31,4,540,8087,299
8087_10_1,8087_10,8087,10,1,2,3,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,4,540,8087,299
8087_10_1,8087_10,8087,10,1,3,4,NA,1,4,NA,5,1,1,NA,NA,9,2,1,31,4,540,8087,299
8087_13_1,8087_13,8087,13,1,1,2,NA,2,4,NA,3,1,5,NA,NA,2,2,2,31,4,540,8087,299
8087_18_1,8087_18,8087,18,1,1,3,4,1,4,NA,5,1,1,NA,NA,1,2,1,31,4,540,8087,299
8087_18_1,8087_18,8087,18,1,2,4,NA,1,4,NA,5,1,1,NA,NA,1,2,1,31,4,540,8087,299
8087_20_1,8087_20,8087,20,1,1,1,NA,2,4,NA,3,1,1,NA,NA,2,2,2,31,4,540,8087,299
8088_1_2,8088_1,8088,1,2,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,31,4,540,8088,302
